COD_RUBRICA;DESCR_RUBRICA
9999290;Índ/Ref insuf.  TOTAL13º salário
9999460;Índ/Ref Dedução SPPREV Empresa 13º
9999470;Índ/Ref Dedução SPPREV Empresa (do evento 947)
9999490;Índ/Ref Ded. RENDA BRUTA 13º (do evento 949)
9999580;Índ/Ref Dedução IPRED Empresa (do evento 958)
9999660;Índ/Ref Dedução IPRED Empresa 13º (do evento 966)
9999670;Índ/Ref Devolução RioPretoPrev Patronal
9999680;Índ/Ref Devolução RioPretoPrev Patronal 13º
9999986;Índ/Ref IRRF no exterior - ACERTO
9999999;Pensão Base Pag (Teste Uso Fábrica)
80088570;Dívida IRM para Processamento
80088612;Banco Caixa Econômica Federal - Empréstimo Pessoal
80088613;Caixa Econômica Federal Financ. Habitacional
80088614;Banco BMG Empréstimo Pessoal
80088615;Parana Banco Empréstimo Pessoal
80088616;Banco Alfa Empréstimo Pessoal
80088617;BANCO ABN AMRO REAL S/A
80088618;BANCO CACIQUE S/A
80088619;BANCO RURAL S/A
80088621;BANCO LUSO BRASILEIRO S
80088622;BANCO PANAMERICANO S/A
80088623;BANCO SCHAHIN S/A
80088624;UNIPREV UNIAO PREVIDENC
80088641;EMpr. Daycoval (641) - Processamento
80088644;Valor Desconto Bradesco Financiamentos (644) Processam.
80088650;Valor Emp. CEF (650) - Para Processamento
80088651;BANIF - BCO INTERN. FUNCHAL BRA
80088654;Banco Industrial do Brasil S/A
80088656;Banco Bradesco
90066401;IRRF auxiliar retroativos
90066800;Base Previdência das Folhas Relacionadas
90066801;Base Previdência Apurada na Folha em Aguardo
90066802;Valor Previdência Pago nas Folhas Relacionadas
90066803;Valor Previdência Apurado na Folha em Aguardo
90066805;Base IRRF das Folhas do Mesmo Ano/Mês Pgto
90066806;Valor IRRF calculado nas folhas de mesmo Ano/Mês de Pgto.
90066807;Base de IRRF Apurado na Folha em Aguardo
90066808;Valor do IRRF Apurado na Folha em Aguardo
90066809;Base do FGTS das Folhas Relacionadas
90066810;Valor do FGTS das Folhas Relacionadas
90066811;Base do FGTS Apurado na Folha em Aguardo
90066812;Valor do FGTS Apurado na Folha em Aguardo
90077410;Valor INSS (410) INTERNA para Férias
90088287;Índice/Ref. FG-1 não BP
90088288;Índice/Ref. FG-2 não BP
90088289;Índice/Ref. FG-3 não BP
90088290;Índice/Ref. FG-4 não BP
90088319;GLIEP BP SEM REVALORIZAÇÃO (319)
90088320;Valor Auxiliar Rubrica 320 Grat. 14.381/07 Integral
90088322;GLIEP BP SEM REVALORIZAÇÃO (322)
90088323;Valor Auxiliar Grat. 14.381/07 Ato 974/07 (sem prev) Integra
90088401;VALOR I. R. R. F (401) AUXILIAR PARA 937
90088410;Valor INSS Auxiliar Para 937
90088414;VALOR IPREM 414 AUXILIAR PARA 937
90088423;VALOR DESCONTO DA 423 ADIANTAMENTO QDO NEGATIVO
90088552;MULTA DE TRANSITO - ORIGEM
90088555;IMPORTANCIA RECEBIDA A MAIOR
90088593;HONORARIOS ADVOCATICIOS (PMSP)
90088597;PENHORA JUDICIAL - ORIGEM
90088702;Valor 1/3 Férias 702 INTERNA
90089319;Indice Gliep 319 Aposentados
90091167;SALARIO ESPOSA AUXILIAR
90091555;Valor IRM (555) Referência
90092300;Índice/Ref. Pensão Alimenticia sobre o Sal.Minimo
90093636;IPREM Auxiliar para 937 Aposentados (da 636)
90094401;VALOR IRRF PARA DESCONTO DA PENSÃO
90095319;Indice Gliep BP
90096999;Quantidade de Dependentes para IRRF
90098303;ABONO PERMANENCIA L.139 (303) AUXILIAR PARA 937
90098330;Valor 330 Integração Férias INTERNA
90098417;Valor SPPREV Auxiliar para 937 (417)
90098469;Valor RioPretoPREV Auxiliar para 937 (469)
90099009;Insuficiência Salarial Auxiliar p/ Suplementar
90099099;Base Descontos Afastamentos
90099100;Índice/Ref. Abat. IRRF Aposentado
90099101;Índice/Ref. Abate IPREM
90099102;Índice/Ref. GRAT.GAB.PERMANENTE
90099103;Índice/Ref. GRAT.GAB.CONTINUA
90099104;Índice/Ref. GRAT.GAB.INCORPORADA
90099105;Índice/Ref. Acerto Parcela Isenta 65 anos (Abatimento)
90099106;Índice/Ref. AUXILIO ENFERMIDADE INFORMADO
90099107;Índice/Ref. AUXILIO ACID.TRABALHO INFORMADO
90099108;Índice/Ref. DIF DE 13º - SEM PREV
90099109;Índice/Ref. ATUAL. MONET. BP - VALOR
90099110;Índice/Ref. Abatimento IRRF Aposentado 13º
90099111;Índice/Ref. Atual. Monet. (não BP) - valor
90099112;Índice/Ref. DIF. VENCTOS 3 COM PREVIDÊNCIA
90099113;Índice/Ref. DIF. VENCTOS 3 SEM PREVIDÊNCIA
90099114;Índice/Ref. DIF. VENCTOS 4 COM PREVIDÊNCIA
90099115;Índice/Ref. DIF. VENCTOS 4 SEM PREVIDÊNCIA
90099116;Índice/Ref. DIF. FÉRIAS SEM PREVIDÊNCIA
90099117;Índice/Ref. DIF. FÉRIAS COM PREVIDÊNCIA
90099118;Índice/Ref. DIF. ABONO PECUNIARIO
90099119;Índice/Ref. DIF. VENCTOS 5 SEM PREVIDÊNCIA
90099120;Índice/Ref. DIF. VENCTOS 5 SEM PREVIDÊNCIA
90099130;Índice/Ref. ADICIONAL NOTURNO INFORMADO
90099139;Índice/Ref. 149 p/Vinclulo 19B
90099140;Índice/Ref. 163 p/Vinculo 19B
90099141;Índice/Ref. 286 p/Vinculo 19B
90099142;Índice/Ref. ADICIONAL DE RX - Sem Prev
90099143;Índice/Ref. DEV DESCONTO INDEVIDO anos anteriores
90099144;Índice/Ref. Dev de Previd PRIVADA do exercício
90099145;Índice/Ref. GRATIFICACAO ESPEC.INCO
90099146;Índice/Ref. DIF.VENCIMENTO 2
90099147;Índice/Ref. ABONO RESOL.5/84
90099148;Índice/Ref. GRATIF.R.J.E.
90099149;Índice/Ref. AD.TEMPO SERV. ATÉ 31/12/03
90099150;Índice/Ref. ADICIONAL ESPECIAL
90099151;Índice/Ref. GRAT.ESPECIAL ASSESSORA
90099152;Índice/Ref. ABONO
90099153;Índice/Ref. ADICIONAL ESPEC.1/3
90099154;Índice/Ref. ADICIONAL 1/3
90099155;Índice/Ref. ADICIONAL DE RX
90099156;Índice/Ref. HORA EXTRA 100%
90099157;Índice/Ref. VERBA HONORARIA
90099158;Índice/Ref. Grat.GAB. PERM. BP Anterior 21/08/09
90099159;Índice/Ref. DIFERENCA ADICIONAL
90099160;Índice/Ref. G.GAB.CONTINUA BP Anter 21/08/09
90099161;Índice/Ref. HORA EXTRA 100% C/AD.NO
90099162;Índice/Ref. ADICIONAL 30% DA11
90099163;Índice/Ref. SEXTA PARTE ATÉ 31/12/03
90099164;Índice/Ref. GRAT.GABINETE
90099165;Índice/Ref. DEVOLUCAO DE IMP.RENDA
90099166;Índice/Ref. GRATIF.INCORPORADA
90099167;Índice/Ref. SALARIO  ESPOSA estat.
90099168;Índice/Ref. DIF.DE 13o.
90099169;Índice/Ref. CORREÇAO MONETÁRIA (base)
90099170;Índice/Ref. GRATIF.FUNCAO
90099171;Índice/Ref. GRAT.ESPECIAL ESTATUTAR MES ATUAL
90099172;Índice/Ref. Atualiz Monetária s/ FÉRIAS INDENIZADAS (não 
90099173;Índice/Ref. GRAT.SM
90099174;Índice/Ref. GRATIF.ARTIGO 100 incorporada
90099175;Índice/Ref. REMUNERACAO
90099176;Índice/Ref. AJUDA DE CUSTO
90099177;Índice/Ref. DEV.VALE/AUX TRANSPORTE
90099178;Índice/Ref. DIFERENCA DE ART.37 INC
90099179;Índice/Ref. ARREDONDAMENTO POSITIVO
90099180;Índice/Ref. SUBSTITUIÇAO
90099181;Índice/Ref. SUBST.INCORPORADA CS
90099182;Índice/Ref. DIF.GRAT.GABINETE
90099183;Índice/Ref. HORA EXTRA 72%
90099184;Índice/Ref. DIF. VENCTOS EXERC ATUAL
90099185;Índice/Ref. REMUN ADICIONAL
90099186;Índice/Ref. DIF. VENCTOS EXERC. ANTERIORES
90099187;Índice/Ref. GRAT.APOIO LEG.
90099188;Índice/Ref. GRAT.APOIO LEG.PERM.
90099189;Índice/Ref. C.J.L.
90099190;Índice/Ref. 1/3 FERIAS
90099191;Índice/Ref. DIF.FERIAS
90099192;Índice/Ref. DEVOLUCAO DESC. INDEVID
90099193;Índice/Ref. VERBA REPRESENTACAO
90099194;Índice/Ref. RESOL.20/97 - CLT
90099195;Índice/Ref. H.EXTRA 36%
90099196;Índice/Ref. H.EXTRA 12%
90099197;Índice/Ref. H.EXTRA 50%
90099198;Índice/Ref. HORA EXTRA C/ADIC.NOTUR
90099199;Índice/Ref. HORA EXTRA
90099200;Índice/Ref. DIF VENC AÇÃO EXERC. ATUAL
90099200;Índice/Ref.DIF VENC ACAO
90099201;Índice/Ref. D.VENC.ACAO 62%
90099202;Índice/Ref. Dif. de 13º anos anteriores
90099203;Índice/Ref. DIF. VENC. AÇÃO EXERC. ANTER.
90099204;Índice/Ref. Adicional de Raio X - AÇÃO JUDICIAL
90099205;Índice/Ref. Dif. remuneração DM 1022 e 1331/11
90099206;Índice/Ref. Dif. Ajuda Custo DM 1022 e 1331/11
90099207;Índice/Ref. Dif. Verba Represent. DM 1022 e 1331/11
90099208;Índice/Ref. Dif. Remuneração Adicional DM 1022 e 1331/11
90099209;Índice/Ref. Dif. remuneração DM 1331/11
90099210;Índice/Ref. HORA EXTRA NOT. ESTATUT
90099211;Índice/Ref. DEVOLUCAO DE FALTAS
90099212;Índice/Ref. AD.TEMPO SERV. L.13637 até 21/08/09
90099213;Índice/Ref. SEXTA PARTE pós 21/08/09
90099214;Índice/Ref. GLIEP pós 21/08/09
90099215;Índice/Ref. FG-1 Média até 21/08/09- apos. Ñ Perm.
90099216;Índice/Ref. FG-2 Média até 21/08/09- apos. Ñ Perm.
90099217;Índice/Ref. FG-3 Média até 21/08/09- apos. Ñ Perm.
90099218;Índice/Ref. FG-4 Média até 21/08/09- apos. Ñ Perm.
90099219;Índice/Ref. FG-1 Permanente - até 21/08/09
90099220;Índice/Ref. FG-2 Permanente - até 21/08/09
90099221;Índice/Ref. FG-3 Permanente - até 21/08/09
90099222;Índice/Ref. FG-4 Permanente - até 21/08/09
90099223;Índice/Ref. P. Assecuratória- art. 8º Ato 1142/11
90099224;Índice/Ref. Memo restituição tesouraria
90099225;Índice/Ref. Devolução art. 37,XI - BP - anos anteriores
90099226;Índice/Ref. Devolução art. 37,XI - Ñ BP - anos anteriores
90099227;Índice/Ref. ATS ATÉ DEZ/03 PÓS L.13637/03 - SÓ IPREM
90099228;Índice/Ref. GNA - atribuída p/ vereador ñ base
90099229;Índice/Ref. ATS ATÉ DEZ/03 PÓS L.13637/03
90099230;Índice/Ref. Auxílio transporte mês anterior
90099231;Índice/Ref. Devol IPRED 13º
90099232;Índice/Ref. Dev IPRED
90099233;Índice/Ref. Devol SPPREV 13º
90099235;Índice/Ref. DEVOLUCAO DE SUSPENSAO
90099238;Índice/Ref. atualização monetária
90099239;Índice/Ref. atualização monetária não BP
90099243;Índice/Ref. H.EXTRA 100% C/AD.NOT.E
90099244;Índice/Ref. 1/3 FERIAS comissionado
90099245;Índice/Ref. H.E.50% - Estatutario
90099246;Índice/Ref. H.E.100% - Estatutario
90099247;Índice/Ref. H.E.50%
90099248;Índice/Ref. H.E.100%
90099249;Índice/Ref. H.E.50%
90099250;Índice/Ref. H.E.100%
90099251;Índice/Ref. AUXILIO FUNERAL CREDITO
90099252;Índice/Ref. Devolução de Previdência - INSS
90099253;Índice/Ref. GAL CONTINUA
90099254;Índice/Ref. Convênio - Serviço Funerário
90099255;Índice/Ref. Devol (mês ant) Previdência - INSS
90099256;Índice/Ref. Devolução SPPREV
90099260;Índice/Ref. FERIAS EM DOBRO
90099265;Índice/Ref. Devol. IPREM 13º salário
90099266;Índice/Ref. DEVOLUCAO ART.37,INC.XI sem Previdência
90099267;Índice/Ref. SAL.ESPOSA C/COM.
90099268;Índice/Ref. DEVOLUCAO PREV.SOCIAL
90099269;Índice/Ref. DEVOLUCAO MULTA DE TRAN
90099270;Índice/Ref. SALARIO-PADRAO COMISSIO
90099271;Índice/Ref. Dev. Imposto de Renda s/ 13º Salário
90099272;Índice/Ref. GRAT.ESP.ASS.PERMANENTE
90099273;Índice/Ref. DIFERENÇA SEXTA-PARTE
90099274;Índice/Ref. 1/3 FERIAS C/C
90099275;Índice/Ref. DIF.GRAT.GABINETE ANTER
90099276;Índice/Ref. GRAT.APOIO LEG.ATRIBUID
90099277;Índice/Ref. DEVOLUCAO ART.37,INC.XI BP
90099278;Índice/Ref. VH L.13400/02 - P.Fixa Ação
90099279;Índice/Ref. GRAT.ESP.ASSESS.PARTE F
90099280;Índice/Ref. GRAT.ESP.ASS.PERM.PARTE
90099281;Índice/Ref. ADICIONAL NOTURNO ESTAT
90099282;Índice/Ref. DIFERENCA DE REMUNERACA
90099283;Índice/Ref. AUXILIO-TRANSPORTE
90099284;Índice/Ref. GRAT.GAB.INCORPORADA BP
90099285;Índice/Ref. PARCELA FIXA
90099286;Índice/Ref. AD.TEMPO SERV. PÓS 31/12/03
90099286;Índice/Ref. ADIC.TEMPO SERVIÇO pós 21/08/09
90099287;Índice/Ref. FUNÇAO GRATIFICADA FG-1
90099288;Índice/Ref. FUNÇAO GRATIFICADA FG-2
90099289;Índice/Ref. FUNÇAO GRATIFICADA FG-3
90099290;Índice/Ref. FUNÇAO GRATIFICADA FG-4
90099291;Índice/Ref. GRAT.NIVEL ASSESS.- GNA BP GV
90099292;Índice/Ref. GRAT.PM LEIs 13749/04, 15714/13 e 16467/16
90099293;Índice/Ref. DIF. G.N.A BP
90099294;Índice/Ref. DIF.GRAT.PM LEI 13749
90099295;Índice/Ref. ADIC NOTURNO LEI 13637/
90099296;Índice/Ref. ACAO JUDICIAL
90099297;Índice/Ref. FERIAS PROPORCIONAIS
90099298;Índice/Ref. DIF. VENCTOS 3
90099299;Índice/Ref. DIF. VENTOS 4
90099300;Índice/Ref. DEV.DESC.INDEV. NÃO BASE
90099301;Índice/Ref. HORA EXTRA ESTATUTARIO
90099302;Índice/Ref. GRAT.ESPECIAL BPREV MES ATUAL
90099303;Índice/Ref. ABONO PERMANENCIA L.139
90099304;Índice/Ref. DIF.ABONO PERMANENCIA L.13973
90099305;Índice/Ref. GRAT.GCM LEI 14043/05 BPREV
90099306;Índice/Ref. FERIAS INDENIZADAS 2
90099307;Índice/Ref. 1/3 FERIAS INDENIZADAS
90099308;Índice/Ref. GAL PERM. COMISSIONADOS
90099309;Índice/Ref. DIF.ANT. AB. PERM. L.13973
90099310;Índice/Ref. GNA - Gratificacao Nivel Assessoria
90099311;Índice/Ref. Diferença de GNA
90099312;Índice/Ref. ABONO PERMANENCIA DE 13º
90099313;Índice/Ref. FG-1 B IPREM
90099314;Índice/Ref. FG-2 B IPREM
90099315;Índice/Ref. FG-3 B IPREM
90099316;Índice/Ref. FG-4 B IPREM
90099317;Índice/Ref. ADIC.INSAL.
90099318;Índice/Ref. PARC.SUPLEM.
90099319;Índice/Ref. GLIEP até 21/08/09
90099319;Índice/Ref. GLIEP BP até 21/08/09
90099320;Índice/Ref. Grat. 14.381/07 Ato 974/07 BP
90099321;Índice/Ref. Dif.Hora Extra Estatutario
90099322;Índice/Ref. GLIEP (sem prev)
90099323;Índice/Ref. Grat. 14.381/07 Ato 974/07 (sem prev)
90099324;Índice/Ref. Grat.Gab. Permanente
90099325;Índice/Ref. Grat.Gab.Cont.
90099326;Índice/Ref. Grat.Gab.Incorporada
90099327;Índice/Ref. DIF.GRAT.LEG.INC.ESP.PROD.BP
90099328;Índice/Ref. DIF.GRAT.LEG.INC.ESP.PROD.(Sem Prev)
90099329;Índice/Ref. GRAT.GCM LEI 14043/05 e 15715/13
90099330;Índice/Ref. INTEGRACAO DE FERIAS (Fim)
90099331;Índice/Ref. DEV.PREV. ANTERIORES
90099332;Índice/Ref. Imp. Recebida a Maior 13º Salário
90099333;Índice/Ref. DIF.VENC. (não base prev)
90099334;Índice/Ref. FG L 13.637/03 - Média - Aposentados
90099335;Índice/Ref. DEVOL. CONSIG - INDEVIDA / MAIOR
90099336;Índice/Ref. Grat. PM / GCM - Substituição
90099337;Índice/Ref. PARC. SUPLEMENTAR C. COMISSÃO
90099338;Índice/Ref. Horas-aula Ato 1196/12
90099339;Índice/Ref. GNA - Administração BP
90099340;Índice/Ref. Parcela Suplementar CLT (irredutibilidade)
90099341;Índice/Ref. VHonorária L.13400/02 - P.Fixa Ação
90099342;Índice/Ref. PARC SUPLEMENTAR (sem prev)
90099343;Índice/Ref. Grat. Lei nº 13.637/03 Art. 36-A (sem prev)
90099344;Índice/Ref. Grat. Lei nº 13.637/03 Art. 36-B (sem prev)
90099345;Índice/Ref. Grat. Lei nº 13.637/03 Art. 36-C (sem prev)
90099347;Índice/Ref. FG-1 subst não BP
90099348;Índice/Ref. FG-2 subst não BP
90099349;Índice/Ref. FG-3 subst não BP
90099350;Índice/Ref. FG-4 subst não BP
90099353;Índice/Ref. FG-1 subst B IPREM
90099354;Índice/Ref. FG-2 subst B IPREM
90099355;Índice/Ref. FG-3 subst B IPREM
90099356;Índice/Ref. FG-4 subst B IPREM
90099358;Índice/Ref. GRAT.GAB.PERMANENTE
90099359;Índice/Ref. GRAT.GAB.PERMANENTE
90099360;Índice/Ref. GAL CONTINUA
90099361;Índice/Ref. AD. NOT. ESTAT. BP
90099362;Índice/Ref. Dev. Previdência 13º Salário
90099363;Índice/Ref. DEV.AB.PERMANÊNCIA A MAIOR
90099364;Índice/Ref. Dif. FG-2
90099365;Índice/Ref. Dif. FG-3
90099366;Índice/Ref. Dif. FG-4
90099367;Índice/Ref. FG-1 Aposentados NÃO Permanente
90099368;Índice/Ref. FG-2 Aposentados NÃO Permanente
90099369;Índice/Ref. FG-3 Aposentados NÃO Permanente
90099370;Índice/Ref. FG-4 Aposentados NÃO Permanente
90099371;Índice/Ref. Dev. Abono Perman. 13º salário
90099372;Índice/Ref. Dif. FG-2 não BP
90099373;Índice/Ref. Dif. FG-3 não BP
90099374;Índice/Ref. Dif. FG-4 não BP
90099380;Índice/Ref. Abono anual PASEP
90099381;Índice/Ref. AÇÃO TETO - Valor Irredutível
90099382;Índice/Ref. AÇÃO TETO - Vantagens 18dez2003
90099383;Índice/Ref. AÇAO TETO - Abate Teto
90099384;Índice/Ref. AÇÃO TETO - 13o. Valor Irredutível
90099385;Índice/Ref. AÇÃO TETO - 13o. Abate Teto
90099388;Índice/Ref. Gal.Per.
90099389;Índice/Ref. Diferença Sal. Maternidade C/C
90099390;Índice/Ref. FG-1 PERMANENTE
90099391;Índice/Ref. FG-2 PERMANENTE
90099392;Índice/Ref. FG-3 PERMANENTE
90099393;Índice/Ref. FG-4 PERMANENTE
90099394;Índice/Ref. Dif. Venc. Anter. (não BP)
90099400;Índice/Ref. Previdência Complementar (400)
90099401;Índice/Ref. I. R. R. F.
90099402;Índice/Ref. I.R.R.F. NAS FERIAS
90099403;Índice/Ref. I.R.R.F. SOBRE FERIAS
90099404;Índice/Ref. I.R.R.F. S/ 13o SALARIO
90099405;Índice/Ref. I.R.R.F. DIF. 13o SALAR
90099406;Índice/Ref. I.R.R.F. S/ RESCISAO
90099407;Índice/Ref. I.R.R.F. s/  FERIAS RESCISAO
90099408;Índice/Ref. I.R.R.F. s/  13o SALARIO RESCIS
90099409;Índice/Ref. I.R.R.F. S/ DISTR.LUCRO
90099410;Índice/Ref. PREV.SOCIAL
90099411;Índice/Ref. PREV SOC.SOBRE 13o SALA
90099412;Índice/Ref. PREV.SOCIAL   13o
90099413;Índice/Ref. PREV. 13o SALARIO RESCI
90099414;Índice/Percentual de Referência IPREM Segurado
90099415;Índice/Ref. ADIANTAMENTO
90099416;Índice/Ref. ANTECIPACAO DE ENCARGOS
90099417;Índice/Ref. SPPREV
90099418;Índice/Ref. IPREV
90099419;Índice/Ref. SPPREV 13º
90099420;Índice/Ref. IPREV 13º
90099421;Índice/Ref. FALTAS INJUSTIFICADAS C mês ant.
90099422;Índice/Ref. Desc.Líquido da Complementar
90099423;Índice/Ref. ADIANTAMENTO S/ FERIAS
90099424;Índice/Ref. DESCTO PARCELA DE 13o S
90099425;Índice/Ref. DESCTO. ADIANT. 13o SAL
90099426;Índice/Ref. CONTRIBUICAO SINDICAL
90099427;Índice/Ref. LIQUIDO DE RESCISAO
90099428;Índice/Ref. INSUFICIENCIA MES ANTER
90099429;Índice/Ref. ARREDONDAMENTO MES ANTE
90099430;Índice/Ref. SINDSEP
90099431;Índice/Ref. SEGURO DE VIDA
90099432;Índice/Ref. VALE TRANSPORTE
90099433;Índice/Ref. CONTRIBUICAO ASSISTENCIAL
90099434;Índice/Ref. HOSP.SERV.PUB.MUN.
90099435;Índice/Ref. VALE REFEICAO
90099436;Índice/Ref. AUXILIO NATALIDADE
90099437;Índice/Ref. ADITAMENTO DE FERIAS
90099438;Índice/Ref. Diferença de Contribuição Sindical
90099439;Índice/Ref. FALTAS INJUST. ANTERIOR efetivos c.comissão
90099440;Índice/Ref. FALTAS JUST. ANTERIOR efetivos c.comissão
90099441;Índice/Ref. PENSAO ALIMENTICIA
90099442;Índice/Ref. PENSAO ALIM. S/ 13o SAL
90099443;Índice/Ref. PENSAO ALIM.NAS FERIAS
90099444;Índice/Ref. DIF.PENSAO ALIM.FERIAS
90099445;Índice/Ref. DIF.PENSAO ALIM.13o SAL
90099446;Índice/Ref. I.R.R.F. DIF. PART.LUCR
90099446;I.R.R.F. S/ 13o SALARIO
90099447;Índice/Ref. DESCTO. ADIANT. P.L.R.
90099448;Índice/Ref. I.R.R.F. Anterior
90099449;Índice/Ref. Complemento Consignações
90099450;Índice/Ref. I.R.R.F.  DM 1022/11
90099451;Índice/Ref. INSS  DM 1022/11
90099452;Índice/Ref. IPREM  DM 1022/11
90099453;Índice/Ref. SPPREV  DM 1022/
90099454;Índice/Ref. Desc. Benefícios - ESTAGIÁRIOS
90099455;Índice/Ref. LÍQUIDO a creditar posteriormente
90099456;Índice/Ref. Taxa Assistencial - Sindilex
90099457;Índice/Ref. Licença Premio
90099458;Índice/Ref. Contr Prev Segurado - IPRED (Diadema - 11%)
90099459;Índice/Ref. Dev FÉRIAS INDEN E 1/3
90099460;Índice/Ref. Contr Prev Segur - CAMPREV (Campinas - 11%)
90099461;Índice/Ref. IRRF s/ RRA
90099462;Índice/Ref. Contr. Previd. - INSS s/ RRA
90099463;Índice/Ref. Contr Prev Segur - SBCPREV (11%)
90099464;Índice/Ref. Contr. Previd.-Estatut.s/ RRA
90099465;Índice/Ref. Pensão Alimentícia s/ RRA
90099466;Índice/Ref. Contr Prev Segur 13o - CAMPREV (Campinas - 11
90099467;Índice/Ref. Contr Prev Segur 13o - SBCPREV (11%)
90099468;Índice/Ref. Prevd 13o segurado RPPS (11%))
90099469;Índice/Ref. RioPretoPREV
90099470;Índice/Ref. RioPretoPREV 13º
90099471;Índice/Ref. IPMJ segurado (471)
90099472;Índice/Ref. Corr. Monet. - aditam. férias
90099473;Índice/Ref. DSR PM/GCM
90099474;Índice/Referência Falta Estagiários
90099476;Índice/Ref. IPMJ segurado 13º
90099477;Índice/Referência Contrib. Previd. Compl. 13º salário do Servidor
90099481;Índice/Ref. VALE TRANSPORTE COMISSI
90099485;Índice/Ref. VALE ALIMENTAÇÃO
90099495;Índice/Percentual DESCTO. ADIANT. 13o SAL. (com FGTS)
90099496;Índice/Ref. CONTRIBUIÇÃO SINDICAL - 2009 a 2012
90099497;Índice/Ref. Contribuição Sindical Anos Anteriores
90099499;Índice/Ref. DEVOLUÇÃO DE FALTAS - DSR - CLT
90099500;Índice/Ref. FALTAS JUSTIFICADAS
90099501;Índice/Ref. RETIRADA ANTECIPADA
90099502;Índice/Ref. ATRASO MES ANTERIOR
90099503;Índice/Ref. FALTAS INJ.
90099504;Índice/Ref. CONT.ADIC.IPREM
90099505;Índice/Ref. EMPREST.HIPOTECARIO
90099506;Índice/Ref. MENSALIDADE ATRASADA
90099507;Índice/Ref. FEDERAL SEGUROS + 65 AN
90099508;Índice/Ref. CRACHA
90099509;Índice/Ref. FALTAS - DESCAN.SEM. REM - Mês Atual
90099510;Índice/Ref. DEDUC.SAL.MATERN.
90099511;Índice/Ref. AFASTAMENTO ART.49/LEI
90099512;Índice/Ref. Licença - Vereador
90099513;Índice/Ref. FALTA INJUST. MES ANTERIOR (INF)
90099514;Índice/Ref. FALTA JUST. SEM RDP
90099515;Índice/Ref. Acerto GNA Gabinete - sem previdência
90099516;Índice/Ref. SUSP DISCIP ARTS 199/200 L8989/79
90099517;Índice/Ref. FALTAS exercícios anteriores
90099518;Índice/Ref. DESC. FALTAS SUCESSIVAS
90099519;Índice/Ref. IRM GLIEP BP
90099523;Índice/Ref. IRM - Acerto de vencimentos - mês anterior
90099524;Percentual de Aposentadoria
90099530;ÍNDICE RESOLUÇÃO Nº 4/2020 - ARTIGO 1º  INCISO I (530)
90099533;Índice/Ref. INSS 13o SALARIO RESCIS
90099534;Índice/Ref. MULTA TRANSITO ANOS ANTE
90099540;Índice/Ref. Devolução Contribuição Sindical / Assistencia
90099541;Índice/Ref. DESPESAS DE HOSPITAL
90099542;Índice/Ref. CAPEMISA
90099545;Índice/Ref. ASS.SERV.PUBL.MUNIC.SP
90099546;Índice/Ref. CONTR.PARTID.PTB
90099547;Índice/Ref. MINAS BRASIL SEG.
90099548;Índice/Ref. FEDERAL SEGUROS
90099549;Índice/Ref. INVESTPREV
90099550;Índice/Ref. AFAST.OUTROS MOTIVOS
90099551;Índice/Ref. ACIDENTE DE TRANSITO
90099552;Índice/Ref. MULTA DE TRANSITO
90099553;Índice/Ref. Acerto de vencimentos
90099554;Índice/Ref. CONTA TELEFONICA
90099555;Índice/Ref. IMPORT.RECEB.A MAIOR
90099556;Índice/Ref. DESCONTOS DIVERSOS base
90099557;Índice/Ref. ASSOC.SERV.CMSP
90099558;Índice/Ref. SERVICO FUNERARIO
90099559;Índice/Ref. IMPORTANCIA REC.ANTEC.
90099561;Índice/Ref. SUSPENSAO
90099562;Índice/Ref. HOSP.SERV.PUBL.MUNIC.(V
90099563;Índice/Ref. CONTR.PART.PSDB
90099564;Índice/Ref. GREMIO BENEF.OFICIAIS E
90099565;Índice/Ref. LOCAL S/A CRED.FIN.INV.
90099566;Índice/Ref. AJUSTE DE APOSENTADORIA
90099567;Índice/Ref. Previd. Patronal  pgo p/ servidor -  Estatutá
90099568;Índice/Ref. Previd. Patronal  pgo p/ servidor -  Estatut.
90099569;Índice/Ref. Acertos de GNA - IRM Ativos e Exonerados
90099570;Índice/Ref. ARTIGO 37 INC. XI CONST
90099571;Índice/Ref. ADIANTAMENTO ABONO
90099572;Índice/Ref. Eventos Prefeitura
90099573;Índice/Ref. ARTIGO 37 INC. XI CONST - 2
90099574;Índice/Ref. ARTIGO 37 INC. XI CONST - 13º
90099575;Índice/Ref. Dev Abono Pecuniário (CLT)
90099576;Índice/Ref. Art. 37 Inc. XI Const - RRA
90099579;Índice/Ref. IMPORT.RECEB.A MAIOR SUPLEMENTAR
90099580;Índice/Ref. Insuficiência de 13º salário
90099583;Índice/Ref. HONORARIOS ADVOCATICIOS (CMSP)
90099584;Índice/Ref. ASCMSP ACORDO EXTRAJUDICIAL
90099585;Índice/Ref. IRM anos anteriores
90099586;Índice/Ref. Saldo de Dívida
90099587;Índice/Ref. DESCONTO LICENÇA ART 147 - INCISO I
90099588;Índice/Ref. DESCONTO LICENÇA ART 147 - INCISO II
90099589;Índice/Ref. DESCONTO LICENÇA ART 147 - INCISO III
90099590;Índice/Ref. NOBRE CLUBE DO BRASIL
90099591;Índice/Ref. COMPLEMENTO PREV.SOCIAL
90099592;Índice/Ref. CONTRIB.PART.PPS
90099593;Índice/Ref. HONORARIOS ADVOCATICIOS (PMSP)
